ces_industry_code,industry_title,parent_ces_code,ownership,supersector_code,industry_subcode,series_industry_8digit,hierarchy_depth,series_id_SA_employment,series_id_NSA_employment,series_id_SA_avg_hourly_earnings,series_id_NSA_avg_hourly_earnings,series_id_SA_avg_weekly_hours,series_id_NSA_avg_weekly_hours,series_id_SA_avg_weekly_earnings,series_id_NSA_avg_weekly_earnings,display_level,supersector_name
65-622300,Specialty (except psychiatric and substance abuse) hospitals,65-622000,Private,65,622300,65622300,6,CES6562230001,CEU6562230001,CES6562230003,CEU6562230003,CES6562230002,CEU6562230002,CES6562230011,CEU6562230011,5,Education and Health Services
65-623000,Nursing and residential care facilities,65-620000,Private,65,623000,65623000,5,CES6562300001,CEU6562300001,CES6562300003,CEU6562300003,CES6562300002,CEU6562300002,CES6562300011,CEU6562300011,4,Education and Health Services
65-623100,Nursing care facilities (skilled nursing facilities),65-623000,Private,65,623100,65623100,6,CES6562310001,CEU6562310001,CES6562310003,CEU6562310003,CES6562310002,CEU6562310002,CES6562310011,CEU6562310011,5,Education and Health Services
65-623200,Residential intellectual and developmental disability - mental health - and substance abuse facilities,65-623000,Private,65,623200,65623200,6,CES6562320001,CEU6562320001,CES6562320003,CEU6562320003,CES6562320002,CEU6562320002,CES6562320011,CEU6562320011,5,Education and Health Services
65-623300,Continuing care retirement communities and assisted living facilities for the elderly,65-623000,Private,65,623300,65623300,6,CES6562330001,CEU6562330001,CES6562330003,CEU6562330003,CES6562330002,CEU6562330002,CES6562330011,CEU6562330011,5,Education and Health Services
65-624000,Social assistance,65-620000,Private,65,624000,65624000,5,CES6562400001,CEU6562400001,CES6562400003,CEU6562400003,CES6562400002,CEU6562400002,CES6562400011,CEU6562400011,4,Education and Health Services
65-624100,Individual and family services,65-624000,Private,65,624100,65624100,6,CES6562410001,CEU6562410001,CES6562410003,CEU6562410003,CES6562410002,CEU6562410002,CES6562410011,CEU6562410011,5,Education and Health Services
65-624200,Community food and housing - and emergency and other relief services,65-624000,Private,65,624200,65624200,6,CES6562420001,CEU6562420001,CES6562420003,CEU6562420003,CES6562420002,CEU6562420002,CES6562420011,CEU6562420011,5,Education and Health Services
65-624310,Vocational rehabilitation services,65-624000,Private,65,624310,65624310,6,CES6562431001,CEU6562431001,CES6562431003,CEU6562431003,CES6562431002,CEU6562431002,CES6562431011,CEU6562431011,5,Education and Health Services
65-624400,Child day care services,65-624000,Private,65,624400,65624400,6,CES6562440001,CEU6562440001,CES6562440003,CEU6562440003,CES6562440002,CEU6562440002,CES6562440011,CEU6562440011,5,Education and Health Services
70-000000,Leisure and hospitality,08-000000,Private,70,000000,70000000,3,CES7000000001,CEU7000000001,CES7000000003,CEU7000000003,CES7000000002,CEU7000000002,CES7000000011,CEU7000000011,2,Leisure and Hospitality
70-710000,Arts - entertainment - and recreation,70-000000,Private,70,710000,70710000,4,CES7071000001,CEU7071000001,CES7071000003,CEU7071000003,CES7071000002,CEU7071000002,CES7071000011,CEU7071000011,3,Leisure and Hospitality
70-711000,Performing arts - spectator sports - and related industries,70-710000,Private,70,711000,70711000,5,CES7071100001,CEU7071100001,CES7071100003,CEU7071100003,CES7071100002,CEU7071100002,CES7071100011,CEU7071100011,4,Leisure and Hospitality
70-711100,Performing arts companies,70-711000,Private,70,711100,70711100,6,CES7071110001,CEU7071110001,CES7071110003,CEU7071110003,CES7071110002,CEU7071110002,CES7071110011,CEU7071110011,5,Leisure and Hospitality
70-711200,Spectator sports,70-711000,Private,70,711200,70711200,6,CES7071120001,CEU7071120001,CES7071120003,CEU7071120003,CES7071120002,CEU7071120002,CES7071120011,CEU7071120011,5,Leisure and Hospitality
70-711300,Promoters of performing arts - sports - and similar events,70-711000,Private,70,711300,70711300,6,CES7071130001,CEU7071130001,CES7071130003,CEU7071130003,CES7071130002,CEU7071130002,CES7071130011,CEU7071130011,5,Leisure and Hospitality
70-711500,Independent artists - writers - and performers,70-711000,Private,70,711500,70711500,6,CES7071150001,CEU7071150001,CES7071150003,CEU7071150003,CES7071150002,CEU7071150002,CES7071150011,CEU7071150011,5,Leisure and Hospitality
70-712000,Museums - historical sites - and similar institutions,70-710000,Private,70,712000,70712000,5,CES7071200001,CEU7071200001,CES7071200003,CEU7071200003,CES7071200002,CEU7071200002,CES7071200011,CEU7071200011,4,Leisure and Hospitality
70-713000,Amusement - gambling - and recreation industries,70-710000,Private,70,713000,70713000,5,CES7071300001,CEU7071300001,CES7071300003,CEU7071300003,CES7071300002,CEU7071300002,CES7071300011,CEU7071300011,4,Leisure and Hospitality
70-713100,Amusement parks and arcades,70-713000,Private,70,713100,70713100,6,CES7071310001,CEU7071310001,CES7071310003,CEU7071310003,CES7071310002,CEU7071310002,CES7071310011,CEU7071310011,5,Leisure and Hospitality
70-713200,Gambling industries,70-713000,Private,70,713200,70713200,6,CES7071320001,CEU7071320001,CES7071320003,CEU7071320003,CES7071320002,CEU7071320002,CES7071320011,CEU7071320011,5,Leisure and Hospitality
70-713900,Other amusement and recreation industries,70-713000,Private,70,713900,70713900,6,CES7071390001,CEU7071390001,CES7071390003,CEU7071390003,CES7071390002,CEU7071390002,CES7071390011,CEU7071390011,5,Leisure and Hospitality
70-713940,Fitness and recreational sports centers,70-713900,Private,70,713940,70713940,7,CES7071394001,CEU7071394001,CES7071394003,CEU7071394003,CES7071394002,CEU7071394002,CES7071394011,CEU7071394011,6,Leisure and Hospitality
70-720000,Accommodation and food services,70-000000,Private,70,720000,70720000,4,CES7072000001,CEU7072000001,CES7072000003,CEU7072000003,CES7072000002,CEU7072000002,CES7072000011,CEU7072000011,3,Leisure and Hospitality
70-721000,Accommodation,70-720000,Private,70,721000,70721000,5,CES7072100001,CEU7072100001,CES7072100003,CEU7072100003,CES7072100002,CEU7072100002,CES7072100011,CEU7072100011,4,Leisure and Hospitality
70-721100,Traveler accommodation,70-721000,Private,70,721100,70721100,6,CES7072110001,CEU7072110001,CES7072110003,CEU7072110003,CES7072110002,CEU7072110002,CES7072110011,CEU7072110011,5,Leisure and Hospitality
70-721110,Hotels (except casino hotels) and motels,70-721100,Private,70,721110,70721110,7,CES7072111001,CEU7072111001,CES7072111003,CEU7072111003,CES7072111002,CEU7072111002,CES7072111011,CEU7072111011,6,Leisure and Hospitality
70-721120,Casino hotels,70-721100,Private,70,721120,70721120,7,CES7072112001,CEU7072112001,CES7072112003,CEU7072112003,CES7072112002,CEU7072112002,CES7072112011,CEU7072112011,6,Leisure and Hospitality
70-722000,Food services and drinking places,70-720000,Private,70,722000,70722000,5,CES7072200001,CEU7072200001,CES7072200003,CEU7072200003,CES7072200002,CEU7072200002,CES7072200011,CEU7072200011,4,Leisure and Hospitality
70-722300,Special food services,70-722000,Private,70,722300,70722300,6,CES7072230001,CEU7072230001,CES7072230003,CEU7072230003,CES7072230002,CEU7072230002,CES7072230011,CEU7072230011,5,Leisure and Hospitality
70-722500,Restaurants and other eating places,70-722000,Private,70,722500,70722500,6,CES7072250001,CEU7072250001,CES7072250003,CEU7072250003,CES7072250002,CEU7072250002,CES7072250011,CEU7072250011,5,Leisure and Hospitality
70-722511,Full-service restaurants,70-722500,Private,70,722511,70722511,7,CES7072251101,CEU7072251101,CES7072251103,CEU7072251103,CES7072251102,CEU7072251102,CES7072251111,CEU7072251111,6,Leisure and Hospitality
70-722513,Limited-service restaurants,70-722500,Private,70,722513,70722513,7,CES7072251301,CEU7072251301,CES7072251303,CEU7072251303,CES7072251302,CEU7072251302,CES7072251311,CEU7072251311,6,Leisure and Hospitality
70-722514,Drinking places (alcoholic beverages),70-722000,Private,70,722514,70722514,6,CES7072251401,CEU7072251401,CES7072251403,CEU7072251403,CES7072251402,CEU7072251402,CES7072251411,CEU7072251411,5,Leisure and Hospitality
70-722515,Cafeterias - grill buffets - and buffets,70-722500,Private,70,722515,70722515,7,CES7072251501,CEU7072251501,CES7072251503,CEU7072251503,CES7072251502,CEU7072251502,CES7072251511,CEU7072251511,6,Leisure and Hospitality
80-000000,Other services,08-000000,Private,80,000000,80000000,3,CES8000000001,CEU8000000001,CES8000000003,CEU8000000003,CES8000000002,CEU8000000002,CES8000000011,CEU8000000011,2,Other Services
80-811000,Repair and maintenance,80-000000,Private,80,811000,80811000,4,CES8081100001,CEU8081100001,CES8081100003,CEU8081100003,CES8081100002,CEU8081100002,CES8081100011,CEU8081100011,3,Other Services
80-811100,Automotive repair and maintenance,80-811000,Private,80,811100,80811100,5,CES8081110001,CEU8081110001,CES8081110003,CEU8081110003,CES8081110002,CEU8081110002,CES8081110011,CEU8081110011,4,Other Services
80-811110,General automotive repair,80-811100,Private,80,811110,80811110,6,CES8081111001,CEU8081111001,CES8081111003,CEU8081111003,CES8081111002,CEU8081111002,CES8081111011,CEU8081111011,5,Other Services
80-811200,Electronic and precision equipment repair and maintenance,80-811000,Private,80,811200,80811200,5,CES8081120001,CEU8081120001,CES8081120003,CEU8081120003,CES8081120002,CEU8081120002,CES8081120011,CEU8081120011,4,Other Services
80-811300,Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance,80-811000,Private,80,811300,80811300,5,CES8081130001,CEU8081130001,CES8081130003,CEU8081130003,CES8081130002,CEU8081130002,CES8081130011,CEU8081130011,4,Other Services
80-811400,Personal and household goods repair and maintenance,80-811000,Private,80,811400,80811400,5,CES8081140001,CEU8081140001,CES8081140003,CEU8081140003,CES8081140002,CEU8081140002,CES8081140011,CEU8081140011,4,Other Services
80-812000,Personal and laundry services,80-000000,Private,80,812000,80812000,4,CES8081200001,CEU8081200001,CES8081200003,CEU8081200003,CES8081200002,CEU8081200002,CES8081200011,CEU8081200011,3,Other Services
80-812100,Personal care services,80-812000,Private,80,812100,80812100,5,CES8081210001,CEU8081210001,CES8081210003,CEU8081210003,CES8081210002,CEU8081210002,CES8081210011,CEU8081210011,4,Other Services
80-812111,Barber shops,80-812100,Private,80,812111,80812111,6,CES8081211101,CEU8081211101,CES8081211103,CEU8081211103,CES8081211102,CEU8081211102,CES8081211111,CEU8081211111,5,Other Services
80-812112,Beauty salons,80-812100,Private,80,812112,80812112,6,CES8081211201,CEU8081211201,CES8081211203,CEU8081211203,CES8081211202,CEU8081211202,CES8081211211,CEU8081211211,5,Other Services
80-812200,Death care services,80-812000,Private,80,812200,80812200,5,CES8081220001,CEU8081220001,CES8081220003,CEU8081220003,CES8081220002,CEU8081220002,CES8081220011,CEU8081220011,4,Other Services
80-812300,Drycleaning and laundry services,80-812000,Private,80,812300,80812300,5,CES8081230001,CEU8081230001,CES8081230003,CEU8081230003,CES8081230002,CEU8081230002,CES8081230011,CEU8081230011,4,Other Services
80-812900,Other personal services,80-812000,Private,80,812900,80812900,5,CES8081290001,CEU8081290001,CES8081290003,CEU8081290003,CES8081290002,CEU8081290002,CES8081290011,CEU8081290011,4,Other Services
80-813000,Religious - grantmaking - civic - professional - and similar organizations,80-000000,Private,80,813000,80813000,4,CES8081300001,CEU8081300001,CES8081300003,CEU8081300003,CES8081300002,CEU8081300002,CES8081300011,CEU8081300011,3,Other Services
80-813100,Religious organizations,80-813000,Private,80,813100,80813100,5,CES8081310001,CEU8081310001,CES8081310003,CEU8081310003,CES8081310002,CEU8081310002,CES8081310011,CEU8081310011,4,Other Services
80-813200,Grantmaking and giving services,80-813000,Private,80,813200,80813200,5,CES8081320001,CEU8081320001,CES8081320003,CEU8081320003,CES8081320002,CEU8081320002,CES8081320011,CEU8081320011,4,Other Services
80-813300,Social advocacy organizations,80-813000,Private,80,813300,80813300,5,CES8081330001,CEU8081330001,CES8081330003,CEU8081330003,CES8081330002,CEU8081330002,CES8081330011,CEU8081330011,4,Other Services
80-813400,Civic and social organizations,80-813000,Private,80,813400,80813400,5,CES8081340001,CEU8081340001,CES8081340003,CEU8081340003,CES8081340002,CEU8081340002,CES8081340011,CEU8081340011,4,Other Services
80-813900,Business - professional - labor - political - and similar organizations,80-813000,Private,80,813900,80813900,5,CES8081390001,CEU8081390001,CES8081390003,CEU8081390003,CES8081390002,CEU8081390002,CES8081390011,CEU8081390011,4,Other Services
90-000000,Government,00-000000,Government,90,000000,90000000,1,CES9000000001,CEU9000000001,CES9000000003,CEU9000000003,CES9000000002,CEU9000000002,CES9000000011,CEU9000000011,2,Government
90-910000,Federal,90-000000,Federal government,90,910000,90910000,2,CES9091000001,CEU9091000001,CES9091000003,CEU9091000003,CES9091000002,CEU9091000002,CES9091000011,CEU9091000011,3,Government
90-911000,Federal - except U.S. Postal Service,90-910000,Federal government,90,911000,90911000,3,CES9091100001,CEU9091100001,CES9091100003,CEU9091100003,CES9091100002,CEU9091100002,CES9091100011,CEU9091100011,4,Government
90-919120,U.S. Postal Service,90-910000,Federal government,90,919120,90919120,3,CES9091912001,CEU9091912001,CES9091912003,CEU9091912003,CES9091912002,CEU9091912002,CES9091912011,CEU9091912011,4,Government
90-920000,State government,90-000000,State government,90,920000,90920000,2,CES9092000001,CEU9092000001,CES9092000003,CEU9092000003,CES9092000002,CEU9092000002,CES9092000011,CEU9092000011,3,Government
90-921611,State government education,90-920000,State government,90,921611,90921611,3,CES9092161101,CEU9092161101,CES9092161103,CEU9092161103,CES9092161102,CEU9092161102,CES9092161111,CEU9092161111,4,Government
90-922000,State government - excluding education,90-920000,State government,90,922000,90922000,3,CES9092200001,CEU9092200001,CES9092200003,CEU9092200003,CES9092200002,CEU9092200002,CES9092200011,CEU9092200011,4,Government
90-930000,Local government,90-000000,Local government,90,930000,90930000,2,CES9093000001,CEU9093000001,CES9093000003,CEU9093000003,CES9093000002,CEU9093000002,CES9093000011,CEU9093000011,3,Government
90-931611,Local government education,90-930000,Local government,90,931611,90931611,3,CES9093161101,CEU9093161101,CES9093161103,CEU9093161103,CES9093161102,CEU9093161102,CES9093161111,CEU9093161111,4,Government
90-932000,Local government - excluding education,90-930000,Local government,90,932000,90932000,3,CES9093200001,CEU9093200001,CES9093200003,CEU9093200003,CES9093200002,CEU9093200002,CES9093200011,CEU9093200011,4,Government
